91.8898 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1920, 1080]. Using actual size
92.6236 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x10fa21590>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=(1920, 1080), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
92.6237 	EXP 	window1: recordFrameIntervals = False
92.7905 	EXP 	window1: recordFrameIntervals = True
92.8423 	WARNING 	t of last frame was 20.22ms (=1/49)
93.2593 	WARNING 	t of last frame was 20.37ms (=1/49)
93.5427 	WARNING 	t of last frame was 20.41ms (=1/48)
93.8737 	EXP 	window1: recordFrameIntervals = False
94.1261 	EXP 	Created text_11 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_11', opacity=1.0, ori=0, pos=array([-0.3,  0. ]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
94.2098 	EXP 	Created image_15 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Alien21.png', interpolate=True, mask=None, maskParams=None, name='image_15', opacity=1.0, ori=0.0, pos=array([ 0.5,  0. ]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
94.2691 	EXP 	Set  sound=reminder_du.wav
94.2692 	EXP 	Set Sound  volume=1.000
94.2787 	EXP 	Created TA_first = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='TA_first', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
94.3276 	EXP 	Set  sound=A
94.3276 	EXP 	Set Sound  volume=1.000
94.3367 	EXP 	Created fam_trials_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'Alien21.png', interpolate=True, mask=None, maskParams=None, name='fam_trials_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
94.3717 	EXP 	Set  sound=A
94.3718 	EXP 	Set Sound  volume=1.000
94.3802 	EXP 	Created alien = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Alien24.png', interpolate=True, mask=None, maskParams=None, name='alien', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25      ,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
94.3992 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press the button when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
94.4003 	EXP 	Set  sound=reminder_1C.wav
94.4003 	EXP 	Set Sound  volume=1.000
94.4067 	EXP 	window1: blendMode = 'avg'
94.4257 	EXP 	text_11: autoDraw = True
94.4257 	EXP 	image_15: autoDraw = True
94.4283 	EXP 	window1: blendMode = 'avg'
94.4442 	EXP 	window1: blendMode = 'avg'
94.4585 	EXP 	window1: blendMode = 'avg'
94.4673 	EXP 	window1: blendMode = 'avg'
94.4793 	EXP 	window1: blendMode = 'avg'
94.4925 	EXP 	window1: blendMode = 'avg'
94.5028 	EXP 	window1: blendMode = 'avg'
94.5143 	EXP 	window1: blendMode = 'avg'
94.5257 	EXP 	window1: blendMode = 'avg'
94.5363 	EXP 	window1: blendMode = 'avg'
94.5485 	EXP 	window1: blendMode = 'avg'
94.5617 	EXP 	window1: blendMode = 'avg'
94.5728 	EXP 	window1: blendMode = 'avg'
94.5822 	EXP 	window1: blendMode = 'avg'
94.5944 	EXP 	window1: blendMode = 'avg'
94.6079 	EXP 	window1: blendMode = 'avg'
94.6236 	EXP 	window1: blendMode = 'avg'
94.6429 	EXP 	window1: blendMode = 'avg'
94.6583 	EXP 	window1: blendMode = 'avg'
94.6745 	EXP 	window1: blendMode = 'avg'
94.6939 	EXP 	window1: blendMode = 'avg'
94.7095 	EXP 	window1: blendMode = 'avg'
94.7247 	EXP 	window1: blendMode = 'avg'
94.7408 	EXP 	window1: blendMode = 'avg'
94.7601 	EXP 	window1: blendMode = 'avg'
94.7746 	EXP 	window1: blendMode = 'avg'
94.7935 	EXP 	window1: blendMode = 'avg'
94.8099 	EXP 	window1: blendMode = 'avg'
94.8258 	EXP 	window1: blendMode = 'avg'
94.8404 	EXP 	window1: blendMode = 'avg'
94.8578 	EXP 	window1: blendMode = 'avg'
94.8767 	EXP 	window1: blendMode = 'avg'
94.8920 	EXP 	window1: blendMode = 'avg'
94.9082 	EXP 	window1: blendMode = 'avg'
94.9246 	EXP 	window1: blendMode = 'avg'
94.9438 	EXP 	window1: blendMode = 'avg'
94.9603 	EXP 	window1: blendMode = 'avg'
94.9777 	EXP 	window1: blendMode = 'avg'
94.9933 	EXP 	window1: blendMode = 'avg'
95.0079 	EXP 	window1: blendMode = 'avg'
95.0244 	EXP 	window1: blendMode = 'avg'
95.0443 	EXP 	window1: blendMode = 'avg'
95.0595 	EXP 	window1: blendMode = 'avg'
95.0750 	EXP 	window1: blendMode = 'avg'
95.0915 	EXP 	window1: blendMode = 'avg'
95.1104 	EXP 	window1: blendMode = 'avg'
95.1272 	EXP 	window1: blendMode = 'avg'
95.1433 	EXP 	window1: blendMode = 'avg'
95.1582 	EXP 	window1: blendMode = 'avg'
95.1747 	EXP 	window1: blendMode = 'avg'
95.1945 	EXP 	window1: blendMode = 'avg'
95.2103 	EXP 	window1: blendMode = 'avg'
95.2253 	EXP 	window1: blendMode = 'avg'
95.2419 	EXP 	window1: blendMode = 'avg'
95.2600 	EXP 	window1: blendMode = 'avg'
95.2772 	EXP 	window1: blendMode = 'avg'
95.2927 	EXP 	window1: blendMode = 'avg'
95.3083 	EXP 	window1: blendMode = 'avg'
95.3246 	EXP 	window1: blendMode = 'avg'
95.3414 	EXP 	window1: blendMode = 'avg'
95.3609 	EXP 	window1: blendMode = 'avg'
95.3764 	EXP 	window1: blendMode = 'avg'
95.3918 	EXP 	window1: blendMode = 'avg'
95.4084 	EXP 	window1: blendMode = 'avg'
95.4276 	EXP 	window1: blendMode = 'avg'
95.4433 	EXP 	window1: blendMode = 'avg'
95.4595 	EXP 	window1: blendMode = 'avg'
95.4750 	EXP 	window1: blendMode = 'avg'
95.4918 	EXP 	window1: blendMode = 'avg'
95.5105 	EXP 	window1: blendMode = 'avg'
95.5268 	EXP 	window1: blendMode = 'avg'
95.5415 	EXP 	window1: blendMode = 'avg'
95.5579 	EXP 	window1: blendMode = 'avg'
95.5774 	EXP 	window1: blendMode = 'avg'
95.5929 	EXP 	window1: blendMode = 'avg'
95.6089 	EXP 	window1: blendMode = 'avg'
95.6253 	EXP 	window1: blendMode = 'avg'
95.6419 	EXP 	window1: blendMode = 'avg'
95.6610 	EXP 	window1: blendMode = 'avg'
95.6761 	EXP 	window1: blendMode = 'avg'
95.6917 	EXP 	window1: blendMode = 'avg'
95.7082 	EXP 	window1: blendMode = 'avg'
95.7277 	EXP 	window1: blendMode = 'avg'
95.7428 	EXP 	window1: blendMode = 'avg'
95.7586 	EXP 	window1: blendMode = 'avg'
95.7746 	EXP 	window1: blendMode = 'avg'
95.7917 	EXP 	window1: blendMode = 'avg'
95.8111 	EXP 	window1: blendMode = 'avg'
95.8257 	EXP 	window1: blendMode = 'avg'
95.8425 	EXP 	window1: blendMode = 'avg'
95.8584 	EXP 	window1: blendMode = 'avg'
95.8771 	EXP 	window1: blendMode = 'avg'
95.8931 	EXP 	window1: blendMode = 'avg'
95.9086 	EXP 	window1: blendMode = 'avg'
95.9252 	EXP 	window1: blendMode = 'avg'
95.9441 	EXP 	window1: blendMode = 'avg'
95.9595 	EXP 	window1: blendMode = 'avg'
95.9760 	EXP 	window1: blendMode = 'avg'
95.9919 	EXP 	window1: blendMode = 'avg'
96.0109 	EXP 	window1: blendMode = 'avg'
96.0268 	EXP 	window1: blendMode = 'avg'
96.0419 	EXP 	window1: blendMode = 'avg'
96.0585 	EXP 	window1: blendMode = 'avg'
96.0753 	EXP 	window1: blendMode = 'avg'
96.0941 	EXP 	window1: blendMode = 'avg'
96.1102 	EXP 	window1: blendMode = 'avg'
96.1256 	EXP 	window1: blendMode = 'avg'
96.1418 	EXP 	window1: blendMode = 'avg'
96.1586 	EXP 	window1: blendMode = 'avg'
96.1773 	EXP 	window1: blendMode = 'avg'
96.1935 	EXP 	window1: blendMode = 'avg'
96.2090 	EXP 	window1: blendMode = 'avg'
96.2255 	EXP 	window1: blendMode = 'avg'
96.2444 	EXP 	window1: blendMode = 'avg'
96.2605 	EXP 	window1: blendMode = 'avg'
96.2754 	EXP 	window1: blendMode = 'avg'
96.2918 	EXP 	window1: blendMode = 'avg'
96.3117 	EXP 	window1: blendMode = 'avg'
96.3266 	EXP 	window1: blendMode = 'avg'
96.3427 	EXP 	window1: blendMode = 'avg'
96.3585 	EXP 	window1: blendMode = 'avg'
96.3779 	EXP 	window1: blendMode = 'avg'
96.3942 	EXP 	window1: blendMode = 'avg'
96.4086 	EXP 	window1: blendMode = 'avg'
96.4257 	EXP 	window1: blendMode = 'avg'
96.4422 	EXP 	window1: blendMode = 'avg'
96.4607 	EXP 	window1: blendMode = 'avg'
96.4777 	EXP 	window1: blendMode = 'avg'
96.4936 	EXP 	window1: blendMode = 'avg'
96.5086 	EXP 	window1: blendMode = 'avg'
96.5251 	EXP 	window1: blendMode = 'avg'
96.5453 	EXP 	window1: blendMode = 'avg'
96.5605 	EXP 	window1: blendMode = 'avg'
96.5754 	EXP 	window1: blendMode = 'avg'
96.5923 	EXP 	window1: blendMode = 'avg'
96.6114 	EXP 	window1: blendMode = 'avg'
96.6266 	EXP 	window1: blendMode = 'avg'
96.6430 	EXP 	window1: blendMode = 'avg'
96.6583 	EXP 	window1: blendMode = 'avg'
96.6757 	EXP 	window1: blendMode = 'avg'
96.6949 	EXP 	window1: blendMode = 'avg'
96.7105 	EXP 	window1: blendMode = 'avg'
96.7255 	EXP 	window1: blendMode = 'avg'
96.7424 	EXP 	window1: blendMode = 'avg'
96.7613 	EXP 	window1: blendMode = 'avg'
96.7776 	EXP 	window1: blendMode = 'avg'
96.7926 	EXP 	window1: blendMode = 'avg'
96.8090 	EXP 	window1: blendMode = 'avg'
96.8281 	EXP 	window1: blendMode = 'avg'
96.8422 	EXP 	window1: blendMode = 'avg'
96.8617 	EXP 	window1: blendMode = 'avg'
96.8775 	EXP 	window1: blendMode = 'avg'
96.8921 	EXP 	window1: blendMode = 'avg'
96.9089 	EXP 	window1: blendMode = 'avg'
96.9281 	EXP 	window1: blendMode = 'avg'
96.9434 	EXP 	window1: blendMode = 'avg'
96.9596 	EXP 	window1: blendMode = 'avg'
96.9763 	EXP 	window1: blendMode = 'avg'
96.9925 	EXP 	window1: blendMode = 'avg'
97.0088 	EXP 	window1: blendMode = 'avg'
97.0261 	EXP 	window1: blendMode = 'avg'
97.0445 	EXP 	window1: blendMode = 'avg'
97.0620 	EXP 	window1: blendMode = 'avg'
97.0771 	EXP 	window1: blendMode = 'avg'
97.0926 	EXP 	window1: blendMode = 'avg'
97.1090 	EXP 	window1: blendMode = 'avg'
97.1284 	EXP 	window1: blendMode = 'avg'
97.1440 	EXP 	window1: blendMode = 'avg'
97.1604 	EXP 	window1: blendMode = 'avg'
97.1757 	EXP 	window1: blendMode = 'avg'
97.1957 	EXP 	window1: blendMode = 'avg'
97.2114 	EXP 	window1: blendMode = 'avg'
97.2259 	EXP 	window1: blendMode = 'avg'
97.2423 	EXP 	window1: blendMode = 'avg'
97.2592 	EXP 	window1: blendMode = 'avg'
97.2786 	EXP 	window1: blendMode = 'avg'
