19.7846 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1920, 1080]. Using actual size
20.9689 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x10f223590>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=(1920, 1080), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.9691 	EXP 	window1: recordFrameIntervals = False
21.2644 	EXP 	window1: recordFrameIntervals = True
21.5005 	WARNING 	t of last frame was 50.87ms (=1/19)
21.6113 	WARNING 	t of last frame was 61.51ms (=1/16)
21.6672 	WARNING 	t of last frame was 47.22ms (=1/21)
22.0210 	WARNING 	t of last frame was 52.33ms (=1/19)
22.1176 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
23.0822 	EXP 	window1: recordFrameIntervals = False
23.3530 	EXP 	Created text_11 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_11', opacity=1.0, ori=0, pos=array([-0.3,  0. ]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
23.4578 	EXP 	Created image_15 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Alien21.png', interpolate=True, mask=None, maskParams=None, name='image_15', opacity=1.0, ori=0.0, pos=array([ 0.5,  0. ]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
23.5203 	EXP 	Set  sound=reminder_du.wav
23.5204 	EXP 	Set Sound  volume=1.000
23.5336 	EXP 	Created TA_first = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='TA_first', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
23.5902 	EXP 	Set  sound=A
23.5902 	EXP 	Set Sound  volume=1.000
23.5987 	EXP 	Created fam_trials_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'Alien21.png', interpolate=True, mask=None, maskParams=None, name='fam_trials_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
23.6326 	EXP 	Set  sound=A
23.6327 	EXP 	Set Sound  volume=1.000
23.6450 	EXP 	Created alien = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Alien24.png', interpolate=True, mask=None, maskParams=None, name='alien', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25      ,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
23.6663 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press the button when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
23.6709 	EXP 	Set  sound=reminder_1C.wav
23.6709 	EXP 	Set Sound  volume=1.000
23.6802 	EXP 	window1: blendMode = 'avg'
23.7021 	EXP 	text_11: autoDraw = True
23.7021 	EXP 	image_15: autoDraw = True
23.7045 	EXP 	window1: blendMode = 'avg'
23.7160 	EXP 	window1: blendMode = 'avg'
23.7263 	EXP 	window1: blendMode = 'avg'
23.7398 	EXP 	window1: blendMode = 'avg'
23.7523 	EXP 	window1: blendMode = 'avg'
23.7614 	EXP 	window1: blendMode = 'avg'
23.7724 	EXP 	window1: blendMode = 'avg'
23.7846 	EXP 	window1: blendMode = 'avg'
23.7954 	EXP 	window1: blendMode = 'avg'
23.8082 	EXP 	window1: blendMode = 'avg'
23.8207 	EXP 	window1: blendMode = 'avg'
23.8332 	EXP 	window1: blendMode = 'avg'
23.8454 	EXP 	window1: blendMode = 'avg'
23.8588 	EXP 	window1: blendMode = 'avg'
23.8708 	EXP 	window1: blendMode = 'avg'
23.8844 	EXP 	window1: blendMode = 'avg'
23.8986 	EXP 	window1: blendMode = 'avg'
23.9148 	EXP 	window1: blendMode = 'avg'
23.9315 	EXP 	window1: blendMode = 'avg'
23.9475 	EXP 	window1: blendMode = 'avg'
23.9636 	EXP 	window1: blendMode = 'avg'
23.9831 	EXP 	window1: blendMode = 'avg'
23.9986 	EXP 	window1: blendMode = 'avg'
24.0147 	EXP 	window1: blendMode = 'avg'
24.0295 	EXP 	window1: blendMode = 'avg'
24.0469 	EXP 	window1: blendMode = 'avg'
24.0657 	EXP 	window1: blendMode = 'avg'
24.0820 	EXP 	window1: blendMode = 'avg'
24.0975 	EXP 	window1: blendMode = 'avg'
24.1134 	EXP 	window1: blendMode = 'avg'
24.1332 	EXP 	window1: blendMode = 'avg'
24.1489 	EXP 	window1: blendMode = 'avg'
24.1652 	EXP 	window1: blendMode = 'avg'
24.1805 	EXP 	window1: blendMode = 'avg'
24.1966 	EXP 	window1: blendMode = 'avg'
24.2163 	EXP 	window1: blendMode = 'avg'
24.2330 	EXP 	window1: blendMode = 'avg'
24.2476 	EXP 	window1: blendMode = 'avg'
24.2634 	EXP 	window1: blendMode = 'avg'
24.2803 	EXP 	window1: blendMode = 'avg'
24.2998 	EXP 	window1: blendMode = 'avg'
24.3159 	EXP 	window1: blendMode = 'avg'
24.3307 	EXP 	window1: blendMode = 'avg'
24.3470 	EXP 	window1: blendMode = 'avg'
24.3638 	EXP 	window1: blendMode = 'avg'
24.3828 	EXP 	window1: blendMode = 'avg'
24.3984 	EXP 	window1: blendMode = 'avg'
24.4139 	EXP 	window1: blendMode = 'avg'
24.4309 	EXP 	window1: blendMode = 'avg'
24.4474 	EXP 	window1: blendMode = 'avg'
24.4662 	EXP 	window1: blendMode = 'avg'
24.4827 	EXP 	window1: blendMode = 'avg'
24.4980 	EXP 	window1: blendMode = 'avg'
24.5140 	EXP 	window1: blendMode = 'avg'
24.5304 	EXP 	window1: blendMode = 'avg'
24.5493 	EXP 	window1: blendMode = 'avg'
24.5649 	EXP 	window1: blendMode = 'avg'
24.5807 	EXP 	window1: blendMode = 'avg'
24.5977 	EXP 	window1: blendMode = 'avg'
24.6138 	EXP 	window1: blendMode = 'avg'
24.6333 	EXP 	window1: blendMode = 'avg'
24.6480 	EXP 	window1: blendMode = 'avg'
24.6642 	EXP 	window1: blendMode = 'avg'
24.6800 	EXP 	window1: blendMode = 'avg'
24.6974 	EXP 	window1: blendMode = 'avg'
24.7161 	EXP 	window1: blendMode = 'avg'
24.7319 	EXP 	window1: blendMode = 'avg'
24.7473 	EXP 	window1: blendMode = 'avg'
24.7660 	EXP 	window1: blendMode = 'avg'
24.7808 	EXP 	window1: blendMode = 'avg'
24.7997 	EXP 	window1: blendMode = 'avg'
24.8160 	EXP 	window1: blendMode = 'avg'
24.8313 	EXP 	window1: blendMode = 'avg'
24.8475 	EXP 	window1: blendMode = 'avg'
24.8639 	EXP 	window1: blendMode = 'avg'
24.8808 	EXP 	window1: blendMode = 'avg'
24.9004 	EXP 	window1: blendMode = 'avg'
24.9161 	EXP 	window1: blendMode = 'avg'
24.9325 	EXP 	window1: blendMode = 'avg'
24.9501 	EXP 	window1: blendMode = 'avg'
24.9653 	EXP 	window1: blendMode = 'avg'
24.9814 	EXP 	window1: blendMode = 'avg'
24.9977 	EXP 	window1: blendMode = 'avg'
25.0142 	EXP 	window1: blendMode = 'avg'
25.0307 	EXP 	window1: blendMode = 'avg'
25.0496 	EXP 	window1: blendMode = 'avg'
25.0657 	EXP 	window1: blendMode = 'avg'
25.0820 	EXP 	window1: blendMode = 'avg'
25.0980 	EXP 	window1: blendMode = 'avg'
25.1140 	EXP 	window1: blendMode = 'avg'
25.1329 	EXP 	window1: blendMode = 'avg'
25.1486 	EXP 	window1: blendMode = 'avg'
25.1646 	EXP 	window1: blendMode = 'avg'
25.1805 	EXP 	window1: blendMode = 'avg'
25.1975 	EXP 	window1: blendMode = 'avg'
25.2166 	EXP 	window1: blendMode = 'avg'
25.2333 	EXP 	window1: blendMode = 'avg'
25.2487 	EXP 	window1: blendMode = 'avg'
