22.3970 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1920, 1080]. Using actual size
24.4967 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x10eda0590>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=(1920, 1080), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
24.4967 	EXP 	window1: recordFrameIntervals = False
24.6639 	EXP 	window1: recordFrameIntervals = True
24.7163 	WARNING 	t of last frame was 19.83ms (=1/50)
24.9820 	EXP 	window1: recordFrameIntervals = False
25.2375 	EXP 	Created text_11 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_11', opacity=1.0, ori=0, pos=array([-0.3,  0. ]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
25.3367 	EXP 	Created image_15 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Alien21.png', interpolate=True, mask=None, maskParams=None, name='image_15', opacity=1.0, ori=0.0, pos=array([ 0.5,  0. ]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
25.3909 	EXP 	Set  sound=reminder_du.wav
25.3911 	EXP 	Set Sound  volume=1.000
25.4000 	EXP 	Created TA_first = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='TA_first', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
25.4435 	EXP 	Set  sound=A
25.4436 	EXP 	Set Sound  volume=1.000
25.4521 	EXP 	Created fam_trials_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'Alien21.png', interpolate=True, mask=None, maskParams=None, name='fam_trials_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
25.4868 	EXP 	Set  sound=A
25.4868 	EXP 	Set Sound  volume=1.000
25.4975 	EXP 	Created alien = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Alien24.png', interpolate=True, mask=None, maskParams=None, name='alien', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25      ,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
25.5158 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press the button when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
25.5182 	EXP 	Set  sound=reminder_1C.wav
25.5183 	EXP 	Set Sound  volume=1.000
25.5240 	EXP 	window1: blendMode = 'avg'
25.5413 	EXP 	text_11: autoDraw = True
25.5413 	EXP 	image_15: autoDraw = True
25.5446 	EXP 	window1: blendMode = 'avg'
25.5541 	EXP 	window1: blendMode = 'avg'
25.5667 	EXP 	window1: blendMode = 'avg'
25.5752 	EXP 	window1: blendMode = 'avg'
25.5867 	EXP 	window1: blendMode = 'avg'
25.5976 	EXP 	window1: blendMode = 'avg'
25.6081 	EXP 	window1: blendMode = 'avg'
25.6200 	EXP 	window1: blendMode = 'avg'
25.6301 	EXP 	window1: blendMode = 'avg'
25.6406 	EXP 	window1: blendMode = 'avg'
25.6521 	EXP 	window1: blendMode = 'avg'
25.6627 	EXP 	window1: blendMode = 'avg'
25.6758 	EXP 	window1: blendMode = 'avg'
25.6873 	EXP 	window1: blendMode = 'avg'
25.6999 	EXP 	window1: blendMode = 'avg'
25.7161 	EXP 	window1: blendMode = 'avg'
25.7321 	EXP 	window1: blendMode = 'avg'
25.7509 	EXP 	window1: blendMode = 'avg'
25.7676 	EXP 	window1: blendMode = 'avg'
25.7853 	EXP 	window1: blendMode = 'avg'
25.8005 	EXP 	window1: blendMode = 'avg'
25.8154 	EXP 	window1: blendMode = 'avg'
25.8321 	EXP 	window1: blendMode = 'avg'
25.8508 	EXP 	window1: blendMode = 'avg'
25.8667 	EXP 	window1: blendMode = 'avg'
25.8823 	EXP 	window1: blendMode = 'avg'
25.9018 	EXP 	window1: blendMode = 'avg'
25.9164 	EXP 	window1: blendMode = 'avg'
25.9319 	EXP 	window1: blendMode = 'avg'
25.9489 	EXP 	window1: blendMode = 'avg'
25.9678 	EXP 	window1: blendMode = 'avg'
25.9834 	EXP 	window1: blendMode = 'avg'
25.9983 	EXP 	window1: blendMode = 'avg'
26.0178 	EXP 	window1: blendMode = 'avg'
26.0332 	EXP 	window1: blendMode = 'avg'
26.0492 	EXP 	window1: blendMode = 'avg'
26.0657 	EXP 	window1: blendMode = 'avg'
26.0839 	EXP 	window1: blendMode = 'avg'
26.0997 	EXP 	window1: blendMode = 'avg'
26.1152 	EXP 	window1: blendMode = 'avg'
26.1346 	EXP 	window1: blendMode = 'avg'
26.1505 	EXP 	window1: blendMode = 'avg'
26.1655 	EXP 	window1: blendMode = 'avg'
26.1822 	EXP 	window1: blendMode = 'avg'
26.2019 	EXP 	window1: blendMode = 'avg'
26.2176 	EXP 	window1: blendMode = 'avg'
26.2332 	EXP 	window1: blendMode = 'avg'
26.2488 	EXP 	window1: blendMode = 'avg'
26.2677 	EXP 	window1: blendMode = 'avg'
26.2830 	EXP 	window1: blendMode = 'avg'
26.2986 	EXP 	window1: blendMode = 'avg'
26.3156 	EXP 	window1: blendMode = 'avg'
26.3345 	EXP 	window1: blendMode = 'avg'
26.3498 	EXP 	window1: blendMode = 'avg'
26.3655 	EXP 	window1: blendMode = 'avg'
26.3853 	EXP 	window1: blendMode = 'avg'
26.4008 	EXP 	window1: blendMode = 'avg'
26.4157 	EXP 	window1: blendMode = 'avg'
26.4324 	EXP 	window1: blendMode = 'avg'
26.4515 	EXP 	window1: blendMode = 'avg'
26.4668 	EXP 	window1: blendMode = 'avg'
