19.5754 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1920, 1080]. Using actual size
20.8010 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x10f021590>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=(1920, 1080), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.8010 	EXP 	window1: recordFrameIntervals = False
20.9665 	EXP 	window1: recordFrameIntervals = True
21.3197 	WARNING 	t of last frame was 19.87ms (=1/50)
21.9707 	WARNING 	t of last frame was 20.62ms (=1/48)
22.6345 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

22.9065 	EXP 	Created text_11 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_11', opacity=1.0, ori=0, pos=array([-0.3,  0. ]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
23.0126 	EXP 	Created image_15 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Alien21.png', interpolate=True, mask=None, maskParams=None, name='image_15', opacity=1.0, ori=0.0, pos=array([ 0.5,  0. ]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
23.0732 	EXP 	Set  sound=reminder_du.wav
23.0733 	EXP 	Set Sound  volume=1.000
23.0832 	EXP 	Created TA_first = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='TA_first', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
23.1273 	EXP 	Set  sound=A
23.1274 	EXP 	Set Sound  volume=1.000
23.1371 	EXP 	Created fam_trials_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'Alien21.png', interpolate=True, mask=None, maskParams=None, name='fam_trials_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
23.1690 	EXP 	Set  sound=A
23.1690 	EXP 	Set Sound  volume=1.000
23.1792 	EXP 	Created alien = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Alien24.png', interpolate=True, mask=None, maskParams=None, name='alien', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25      ,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
23.2000 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press the button when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
23.2019 	EXP 	Set  sound=reminder_2C.wav
23.2020 	EXP 	Set Sound  volume=1.000
23.2089 	EXP 	window1: blendMode = 'avg'
23.2339 	WARNING 	t of last frame was 599.93ms (=1/1)
23.2339 	EXP 	text_11: autoDraw = True
23.2339 	EXP 	image_15: autoDraw = True
23.2373 	EXP 	window1: blendMode = 'avg'
23.2465 	EXP 	window1: blendMode = 'avg'
23.2572 	EXP 	window1: blendMode = 'avg'
23.2710 	EXP 	window1: blendMode = 'avg'
23.2860 	EXP 	window1: blendMode = 'avg'
23.2943 	EXP 	window1: blendMode = 'avg'
23.3059 	EXP 	window1: blendMode = 'avg'
23.3208 	EXP 	window1: blendMode = 'avg'
23.3354 	EXP 	window1: blendMode = 'avg'
23.3478 	EXP 	window1: blendMode = 'avg'
23.3585 	EXP 	window1: blendMode = 'avg'
23.3698 	EXP 	window1: blendMode = 'avg'
23.3807 	EXP 	window1: blendMode = 'avg'
23.3914 	EXP 	window1: blendMode = 'avg'
23.4029 	EXP 	window1: blendMode = 'avg'
23.4134 	EXP 	window1: blendMode = 'avg'
23.4241 	EXP 	window1: blendMode = 'avg'
23.4386 	EXP 	window1: blendMode = 'avg'
23.4553 	EXP 	window1: blendMode = 'avg'
23.4704 	EXP 	window1: blendMode = 'avg'
23.4862 	EXP 	window1: blendMode = 'avg'
23.5042 	EXP 	window1: blendMode = 'avg'
23.5189 	EXP 	window1: blendMode = 'avg'
23.5358 	EXP 	window1: blendMode = 'avg'
23.5547 	WARNING 	t of last frame was 20.25ms (=1/49)
23.5561 	EXP 	window1: blendMode = 'avg'
23.5705 	EXP 	window1: blendMode = 'avg'
23.5869 	EXP 	window1: blendMode = 'avg'
23.6027 	EXP 	window1: blendMode = 'avg'
23.6213 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
23.6220 	EXP 	window1: blendMode = 'avg'
23.6377 	EXP 	window1: blendMode = 'avg'
23.6532 	EXP 	window1: blendMode = 'avg'
23.6700 	EXP 	window1: blendMode = 'avg'
23.6863 	EXP 	window1: blendMode = 'avg'
23.7027 	EXP 	window1: blendMode = 'avg'
23.7217 	EXP 	window1: blendMode = 'avg'
23.7381 	EXP 	window1: blendMode = 'avg'
23.7529 	EXP 	window1: blendMode = 'avg'
23.7695 	EXP 	window1: blendMode = 'avg'
23.7887 	EXP 	window1: blendMode = 'avg'
23.8043 	EXP 	window1: blendMode = 'avg'
23.8210 	EXP 	window1: blendMode = 'avg'
23.8361 	EXP 	window1: blendMode = 'avg'
23.8530 	EXP 	window1: blendMode = 'avg'
23.8720 	EXP 	window1: blendMode = 'avg'
23.8872 	EXP 	window1: blendMode = 'avg'
23.9032 	EXP 	window1: blendMode = 'avg'
23.9193 	EXP 	window1: blendMode = 'avg'
23.9386 	EXP 	window1: blendMode = 'avg'
23.9549 	EXP 	window1: blendMode = 'avg'
23.9703 	EXP 	window1: blendMode = 'avg'
23.9867 	EXP 	window1: blendMode = 'avg'
24.0059 	EXP 	window1: blendMode = 'avg'
24.0205 	EXP 	window1: blendMode = 'avg'
24.0373 	EXP 	window1: blendMode = 'avg'
24.0531 	EXP 	window1: blendMode = 'avg'
24.0718 	EXP 	window1: blendMode = 'avg'
24.0874 	EXP 	window1: blendMode = 'avg'
24.1032 	EXP 	window1: blendMode = 'avg'
24.1196 	EXP 	window1: blendMode = 'avg'
24.1385 	EXP 	window1: blendMode = 'avg'
24.1547 	EXP 	window1: blendMode = 'avg'
24.1696 	EXP 	window1: blendMode = 'avg'
24.1866 	EXP 	window1: blendMode = 'avg'
24.2056 	EXP 	window1: blendMode = 'avg'
24.2213 	EXP 	window1: blendMode = 'avg'
24.2366 	EXP 	window1: blendMode = 'avg'
24.2531 	EXP 	window1: blendMode = 'avg'
24.2726 	EXP 	window1: blendMode = 'avg'
