24.5050 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1920, 1080]. Using actual size
25.3689 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x10ef2d590>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=(1920, 1080), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
25.3689 	EXP 	window1: recordFrameIntervals = False
25.5376 	EXP 	window1: recordFrameIntervals = True
25.7198 	EXP 	window1: recordFrameIntervals = False
26.0221 	EXP 	Created text_11 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_11', opacity=1.0, ori=0, pos=array([-0.3,  0. ]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
26.2400 	EXP 	Created image_15 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Alien21.png', interpolate=True, mask=None, maskParams=None, name='image_15', opacity=1.0, ori=0.0, pos=array([ 0.5,  0. ]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
26.4086 	EXP 	Set  sound=reminder_pu.wav
26.4087 	EXP 	Set Sound  volume=1.000
26.4206 	EXP 	Created TA_first = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='TA_first', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
26.4708 	EXP 	Set  sound=A
26.4709 	EXP 	Set Sound  volume=1.000
26.5042 	EXP 	Created fam_trials_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'Alien21.png', interpolate=True, mask=None, maskParams=None, name='fam_trials_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
26.5383 	EXP 	Set  sound=A
26.5384 	EXP 	Set Sound  volume=1.000
26.5831 	EXP 	Created alien = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Alien24.png', interpolate=True, mask=None, maskParams=None, name='alien', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25      ,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
26.6107 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press the button when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
26.6955 	EXP 	Set  sound=reminder_1C.wav
26.6956 	EXP 	Set Sound  volume=1.000
26.7032 	EXP 	window1: blendMode = 'avg'
26.7265 	EXP 	text_11: autoDraw = True
26.7265 	EXP 	image_15: autoDraw = True
26.7306 	EXP 	window1: blendMode = 'avg'
26.7435 	EXP 	window1: blendMode = 'avg'
26.7555 	EXP 	window1: blendMode = 'avg'
26.7661 	EXP 	window1: blendMode = 'avg'
26.7777 	EXP 	window1: blendMode = 'avg'
26.7907 	EXP 	window1: blendMode = 'avg'
26.8032 	EXP 	window1: blendMode = 'avg'
26.8150 	EXP 	window1: blendMode = 'avg'
26.8312 	EXP 	window1: blendMode = 'avg'
26.8434 	EXP 	window1: blendMode = 'avg'
26.8551 	EXP 	window1: blendMode = 'avg'
26.8661 	EXP 	window1: blendMode = 'avg'
26.8780 	EXP 	window1: blendMode = 'avg'
26.8906 	EXP 	window1: blendMode = 'avg'
26.9031 	EXP 	window1: blendMode = 'avg'
26.9137 	EXP 	window1: blendMode = 'avg'
26.9273 	EXP 	window1: blendMode = 'avg'
26.9397 	EXP 	window1: blendMode = 'avg'
26.9559 	EXP 	window1: blendMode = 'avg'
26.9734 	EXP 	window1: blendMode = 'avg'
26.9895 	EXP 	window1: blendMode = 'avg'
27.0057 	EXP 	window1: blendMode = 'avg'
27.0225 	EXP 	window1: blendMode = 'avg'
