50.5959 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1920, 1080]. Using actual size
51.5566 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x10f26b590>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=(1920, 1080), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
51.5567 	EXP 	window1: recordFrameIntervals = False
51.7225 	EXP 	window1: recordFrameIntervals = True
51.9049 	EXP 	window1: recordFrameIntervals = False
52.1830 	EXP 	Created text_11 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_11', opacity=1.0, ori=0, pos=array([-0.3,  0. ]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
52.2859 	EXP 	Created image_15 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Alien21.png', interpolate=True, mask=None, maskParams=None, name='image_15', opacity=1.0, ori=0.0, pos=array([ 0.5,  0. ]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
52.3497 	EXP 	Set  sound=reminder_pu.wav
52.3497 	EXP 	Set Sound  volume=1.000
52.3606 	EXP 	Created TA_first = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='TA_first', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
52.4219 	EXP 	Set  sound=A
52.4219 	EXP 	Set Sound  volume=1.000
52.4298 	EXP 	Created fam_trials_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'Alien21.png', interpolate=True, mask=None, maskParams=None, name='fam_trials_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
52.4663 	EXP 	Set  sound=A
52.4665 	EXP 	Set Sound  volume=1.000
52.4780 	EXP 	Created alien = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Alien24.png', interpolate=True, mask=None, maskParams=None, name='alien', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25      ,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
52.4977 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press the button when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
52.5000 	EXP 	Set  sound=reminder_1C.wav
52.5000 	EXP 	Set Sound  volume=1.000
52.5092 	EXP 	window1: blendMode = 'avg'
52.5294 	EXP 	text_11: autoDraw = True
52.5294 	EXP 	image_15: autoDraw = True
52.5325 	EXP 	window1: blendMode = 'avg'
52.5444 	EXP 	window1: blendMode = 'avg'
52.5544 	EXP 	window1: blendMode = 'avg'
52.5681 	EXP 	window1: blendMode = 'avg'
52.5782 	EXP 	window1: blendMode = 'avg'
52.5917 	EXP 	window1: blendMode = 'avg'
52.6020 	EXP 	window1: blendMode = 'avg'
52.6136 	EXP 	window1: blendMode = 'avg'
52.6276 	EXP 	window1: blendMode = 'avg'
52.6390 	EXP 	window1: blendMode = 'avg'
52.6484 	EXP 	window1: blendMode = 'avg'
52.6600 	EXP 	window1: blendMode = 'avg'
52.6716 	EXP 	window1: blendMode = 'avg'
52.6821 	EXP 	window1: blendMode = 'avg'
52.6945 	EXP 	window1: blendMode = 'avg'
52.7084 	EXP 	window1: blendMode = 'avg'
52.7222 	EXP 	window1: blendMode = 'avg'
52.7397 	EXP 	window1: blendMode = 'avg'
52.7552 	EXP 	window1: blendMode = 'avg'
52.7736 	EXP 	window1: blendMode = 'avg'
52.7890 	EXP 	window1: blendMode = 'avg'
52.8061 	EXP 	window1: blendMode = 'avg'
52.8222 	EXP 	window1: blendMode = 'avg'
52.8388 	EXP 	window1: blendMode = 'avg'
52.8588 	EXP 	window1: blendMode = 'avg'
52.8744 	EXP 	window1: blendMode = 'avg'
52.8904 	EXP 	window1: blendMode = 'avg'
52.9088 	EXP 	window1: blendMode = 'avg'
52.9245 	EXP 	window1: blendMode = 'avg'
52.9399 	EXP 	window1: blendMode = 'avg'
52.9559 	EXP 	window1: blendMode = 'avg'
52.9730 	EXP 	window1: blendMode = 'avg'
52.9886 	EXP 	window1: blendMode = 'avg'
53.0055 	EXP 	window1: blendMode = 'avg'
53.0249 	EXP 	window1: blendMode = 'avg'
53.0409 	EXP 	window1: blendMode = 'avg'
53.0569 	EXP 	window1: blendMode = 'avg'
53.0730 	EXP 	window1: blendMode = 'avg'
53.0914 	EXP 	window1: blendMode = 'avg'
53.1080 	EXP 	window1: blendMode = 'avg'
53.1229 	EXP 	window1: blendMode = 'avg'
53.1391 	EXP 	window1: blendMode = 'avg'
53.1557 	EXP 	window1: blendMode = 'avg'
53.1725 	EXP 	window1: blendMode = 'avg'
53.1915 	EXP 	window1: blendMode = 'avg'
53.2055 	EXP 	window1: blendMode = 'avg'
53.2250 	EXP 	window1: blendMode = 'avg'
53.2406 	EXP 	window1: blendMode = 'avg'
53.2570 	EXP 	window1: blendMode = 'avg'
53.2722 	EXP 	window1: blendMode = 'avg'
53.2917 	EXP 	window1: blendMode = 'avg'
53.3080 	EXP 	window1: blendMode = 'avg'
53.3232 	EXP 	window1: blendMode = 'avg'
53.3401 	EXP 	window1: blendMode = 'avg'
53.3557 	EXP 	window1: blendMode = 'avg'
53.3721 	EXP 	window1: blendMode = 'avg'
53.3906 	EXP 	window1: blendMode = 'avg'
53.4059 	EXP 	window1: blendMode = 'avg'
53.4255 	EXP 	window1: blendMode = 'avg'
53.4420 	EXP 	window1: blendMode = 'avg'
53.4582 	EXP 	window1: blendMode = 'avg'
53.4744 	EXP 	window1: blendMode = 'avg'
53.4911 	EXP 	window1: blendMode = 'avg'
53.5060 	EXP 	window1: blendMode = 'avg'
53.5222 	EXP 	window1: blendMode = 'avg'
53.5394 	EXP 	window1: blendMode = 'avg'
53.5563 	EXP 	window1: blendMode = 'avg'
53.5726 	EXP 	window1: blendMode = 'avg'
53.5920 	EXP 	window1: blendMode = 'avg'
53.6085 	EXP 	window1: blendMode = 'avg'
53.6241 	EXP 	window1: blendMode = 'avg'
53.6400 	EXP 	window1: blendMode = 'avg'
53.6555 	EXP 	window1: blendMode = 'avg'
53.6729 	EXP 	window1: blendMode = 'avg'
53.6892 	EXP 	window1: blendMode = 'avg'
53.7064 	EXP 	window1: blendMode = 'avg'
53.7250 	EXP 	window1: blendMode = 'avg'
53.7409 	EXP 	window1: blendMode = 'avg'
53.7560 	EXP 	window1: blendMode = 'avg'
53.7754 	EXP 	window1: blendMode = 'avg'
53.7916 	EXP 	window1: blendMode = 'avg'
53.8060 	EXP 	window1: blendMode = 'avg'
53.8258 	EXP 	window1: blendMode = 'avg'
53.8417 	EXP 	window1: blendMode = 'avg'
53.8570 	EXP 	window1: blendMode = 'avg'
53.8731 	EXP 	window1: blendMode = 'avg'
53.8918 	EXP 	window1: blendMode = 'avg'
53.9078 	EXP 	window1: blendMode = 'avg'
53.9228 	EXP 	window1: blendMode = 'avg'
53.9392 	EXP 	window1: blendMode = 'avg'
53.9561 	EXP 	window1: blendMode = 'avg'
53.9729 	EXP 	window1: blendMode = 'avg'
53.9897 	EXP 	window1: blendMode = 'avg'
54.0059 	EXP 	window1: blendMode = 'avg'
54.0254 	EXP 	window1: blendMode = 'avg'
54.0395 	EXP 	window1: blendMode = 'avg'
54.0565 	EXP 	window1: blendMode = 'avg'
54.0750 	EXP 	window1: blendMode = 'avg'
54.0899 	EXP 	window1: blendMode = 'avg'
54.1055 	EXP 	window1: blendMode = 'avg'
54.1228 	EXP 	window1: blendMode = 'avg'
54.1409 	EXP 	window1: blendMode = 'avg'
54.1561 	EXP 	window1: blendMode = 'avg'
54.1729 	EXP 	window1: blendMode = 'avg'
54.1929 	EXP 	window1: blendMode = 'avg'
54.2078 	EXP 	window1: blendMode = 'avg'
54.2245 	EXP 	window1: blendMode = 'avg'
54.2405 	EXP 	window1: blendMode = 'avg'
54.2572 	EXP 	window1: blendMode = 'avg'
54.2728 	EXP 	window1: blendMode = 'avg'
54.2897 	EXP 	window1: blendMode = 'avg'
54.3089 	EXP 	window1: blendMode = 'avg'
54.3262 	EXP 	window1: blendMode = 'avg'
54.3413 	EXP 	window1: blendMode = 'avg'
54.3564 	EXP 	window1: blendMode = 'avg'
54.3728 	EXP 	window1: blendMode = 'avg'
54.3887 	EXP 	window1: blendMode = 'avg'
54.4060 	EXP 	window1: blendMode = 'avg'
54.4242 	EXP 	window1: blendMode = 'avg'
54.4398 	EXP 	window1: blendMode = 'avg'
54.4594 	EXP 	window1: blendMode = 'avg'
54.4757 	EXP 	window1: blendMode = 'avg'
54.4916 	EXP 	window1: blendMode = 'avg'
54.5078 	EXP 	window1: blendMode = 'avg'
54.5239 	EXP 	window1: blendMode = 'avg'
54.5400 	EXP 	window1: blendMode = 'avg'
54.5560 	EXP 	window1: blendMode = 'avg'
54.5728 	EXP 	window1: blendMode = 'avg'
54.5897 	EXP 	window1: blendMode = 'avg'
54.6088 	EXP 	window1: blendMode = 'avg'
54.6248 	EXP 	window1: blendMode = 'avg'
54.6408 	EXP 	window1: blendMode = 'avg'
54.6584 	EXP 	window1: blendMode = 'avg'
54.6735 	EXP 	window1: blendMode = 'avg'
54.6913 	EXP 	window1: blendMode = 'avg'
54.7065 	EXP 	window1: blendMode = 'avg'
54.7227 	EXP 	window1: blendMode = 'avg'
54.7399 	EXP 	window1: blendMode = 'avg'
54.7595 	EXP 	window1: blendMode = 'avg'
54.7750 	EXP 	window1: blendMode = 'avg'
54.7912 	EXP 	window1: blendMode = 'avg'
54.8070 	EXP 	window1: blendMode = 'avg'
54.8235 	EXP 	window1: blendMode = 'avg'
54.8402 	EXP 	window1: blendMode = 'avg'
54.8570 	EXP 	window1: blendMode = 'avg'
54.8746 	EXP 	window1: blendMode = 'avg'
54.8909 	EXP 	window1: blendMode = 'avg'
54.9066 	EXP 	window1: blendMode = 'avg'
54.9259 	EXP 	window1: blendMode = 'avg'
54.9421 	EXP 	window1: blendMode = 'avg'
54.9580 	EXP 	window1: blendMode = 'avg'
54.9742 	EXP 	window1: blendMode = 'avg'
54.9911 	EXP 	window1: blendMode = 'avg'
55.0069 	EXP 	window1: blendMode = 'avg'
55.0233 	EXP 	window1: blendMode = 'avg'
55.0400 	EXP 	window1: blendMode = 'avg'
55.0594 	EXP 	window1: blendMode = 'avg'
55.0752 	EXP 	window1: blendMode = 'avg'
55.0913 	EXP 	window1: blendMode = 'avg'
55.1072 	EXP 	window1: blendMode = 'avg'
55.1234 	EXP 	window1: blendMode = 'avg'
55.1399 	EXP 	window1: blendMode = 'avg'
55.1565 	EXP 	window1: blendMode = 'avg'
55.1732 	EXP 	window1: blendMode = 'avg'
55.1929 	EXP 	window1: blendMode = 'avg'
55.2092 	EXP 	window1: blendMode = 'avg'
55.2241 	EXP 	window1: blendMode = 'avg'
55.2401 	EXP 	window1: blendMode = 'avg'
55.2565 	EXP 	window1: blendMode = 'avg'
55.2749 	EXP 	window1: blendMode = 'avg'
55.2900 	EXP 	window1: blendMode = 'avg'
55.3067 	EXP 	window1: blendMode = 'avg'
55.3236 	EXP 	window1: blendMode = 'avg'
55.3429 	EXP 	window1: blendMode = 'avg'
55.3589 	EXP 	window1: blendMode = 'avg'
55.3760 	EXP 	window1: blendMode = 'avg'
55.3908 	EXP 	window1: blendMode = 'avg'
55.4069 	EXP 	window1: blendMode = 'avg'
55.4231 	EXP 	window1: blendMode = 'avg'
55.4404 	EXP 	window1: blendMode = 'avg'
55.4569 	EXP 	window1: blendMode = 'avg'
55.4765 	EXP 	window1: blendMode = 'avg'
55.4929 	EXP 	window1: blendMode = 'avg'
55.5077 	EXP 	window1: blendMode = 'avg'
55.5257 	EXP 	window1: blendMode = 'avg'
55.5415 	EXP 	window1: blendMode = 'avg'
55.5583 	EXP 	window1: blendMode = 'avg'
55.5739 	EXP 	window1: blendMode = 'avg'
55.5914 	EXP 	window1: blendMode = 'avg'
55.6068 	EXP 	window1: blendMode = 'avg'
55.6268 	EXP 	window1: blendMode = 'avg'
55.6432 	EXP 	window1: blendMode = 'avg'
55.6580 	EXP 	window1: blendMode = 'avg'
55.6741 	EXP 	window1: blendMode = 'avg'
55.6924 	EXP 	window1: blendMode = 'avg'
55.7094 	EXP 	window1: blendMode = 'avg'
55.7245 	EXP 	window1: blendMode = 'avg'
55.7406 	EXP 	window1: blendMode = 'avg'
55.7568 	EXP 	window1: blendMode = 'avg'
55.7738 	EXP 	window1: blendMode = 'avg'
55.7918 	EXP 	window1: blendMode = 'avg'
55.8071 	EXP 	window1: blendMode = 'avg'
55.8264 	EXP 	window1: blendMode = 'avg'
55.8423 	EXP 	window1: blendMode = 'avg'
