16.9393 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1920, 1080]. Using actual size
19.6384 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

19.6386 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x10ef29590>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=(1920, 1080), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
19.6387 	EXP 	window1: recordFrameIntervals = False
19.9778 	EXP 	window1: recordFrameIntervals = True
20.0371 	WARNING 	t of last frame was 35.21ms (=1/28)
20.0693 	WARNING 	t of last frame was 32.23ms (=1/31)
20.1019 	WARNING 	t of last frame was 32.54ms (=1/30)
20.1544 	WARNING 	t of last frame was 26.63ms (=1/37)
20.4483 	EXP 	window1: recordFrameIntervals = True
20.7049 	EXP 	Created text_11 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_11', opacity=1.0, ori=0, pos=array([-0.3,  0. ]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
20.7895 	EXP 	Created image_15 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Alien21.png', interpolate=True, mask=None, maskParams=None, name='image_15', opacity=1.0, ori=0.0, pos=array([ 0.5,  0. ]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
20.8407 	EXP 	Set  sound=reminder_da.wav
20.8407 	EXP 	Set Sound  volume=1.000
20.8496 	EXP 	Created TA_first = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='TA_first', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
20.9008 	EXP 	Set  sound=A
20.9009 	EXP 	Set Sound  volume=1.000
20.9110 	EXP 	Created fam_trials_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'Alien21.png', interpolate=True, mask=None, maskParams=None, name='fam_trials_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
20.9461 	EXP 	Set  sound=A
20.9461 	EXP 	Set Sound  volume=1.000
20.9558 	EXP 	Created alien = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Alien24.png', interpolate=True, mask=None, maskParams=None, name='alien', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25      ,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
20.9734 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press the button when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
20.9751 	EXP 	Set  sound=reminder_1C.wav
20.9752 	EXP 	Set Sound  volume=1.000
20.9830 	EXP 	window1: blendMode = 'avg'
21.0019 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
21.0019 	EXP 	text_11: autoDraw = True
21.0019 	EXP 	image_15: autoDraw = True
21.0059 	EXP 	window1: blendMode = 'avg'
21.0158 	EXP 	window1: blendMode = 'avg'
21.0260 	EXP 	window1: blendMode = 'avg'
21.0370 	EXP 	window1: blendMode = 'avg'
21.0514 	EXP 	window1: blendMode = 'avg'
21.0601 	EXP 	window1: blendMode = 'avg'
21.0714 	EXP 	window1: blendMode = 'avg'
21.0835 	EXP 	window1: blendMode = 'avg'
21.0939 	EXP 	window1: blendMode = 'avg'
21.1049 	EXP 	window1: blendMode = 'avg'
21.1165 	EXP 	window1: blendMode = 'avg'
21.1275 	EXP 	window1: blendMode = 'avg'
21.1392 	EXP 	window1: blendMode = 'avg'
21.1526 	EXP 	window1: blendMode = 'avg'
21.1656 	EXP 	window1: blendMode = 'avg'
21.1818 	EXP 	window1: blendMode = 'avg'
21.1985 	EXP 	window1: blendMode = 'avg'
21.2152 	EXP 	window1: blendMode = 'avg'
21.2357 	EXP 	window1: blendMode = 'avg'
21.2501 	EXP 	window1: blendMode = 'avg'
21.2659 	EXP 	window1: blendMode = 'avg'
21.2822 	EXP 	window1: blendMode = 'avg'
21.2989 	EXP 	window1: blendMode = 'avg'
21.3150 	EXP 	window1: blendMode = 'avg'
21.3347 	EXP 	window1: blendMode = 'avg'
21.3499 	EXP 	window1: blendMode = 'avg'
21.3664 	EXP 	window1: blendMode = 'avg'
21.3813 	EXP 	window1: blendMode = 'avg'
21.3986 	EXP 	window1: blendMode = 'avg'
21.4174 	EXP 	window1: blendMode = 'avg'
21.4334 	EXP 	window1: blendMode = 'avg'
21.4488 	EXP 	window1: blendMode = 'avg'
21.4651 	EXP 	window1: blendMode = 'avg'
21.4813 	EXP 	window1: blendMode = 'avg'
21.5016 	EXP 	window1: blendMode = 'avg'
21.5170 	EXP 	window1: blendMode = 'avg'
21.5331 	EXP 	window1: blendMode = 'avg'
21.5481 	EXP 	window1: blendMode = 'avg'
21.5650 	EXP 	window1: blendMode = 'avg'
21.5846 	EXP 	window1: blendMode = 'avg'
21.5999 	EXP 	window1: blendMode = 'avg'
21.6151 	EXP 	window1: blendMode = 'avg'
21.6317 	EXP 	window1: blendMode = 'avg'
21.6516 	EXP 	window1: blendMode = 'avg'
21.6665 	EXP 	window1: blendMode = 'avg'
21.6832 	EXP 	window1: blendMode = 'avg'
21.7000 	EXP 	window1: blendMode = 'avg'
21.7152 	EXP 	window1: blendMode = 'avg'
21.7319 	EXP 	window1: blendMode = 'avg'
21.7486 	EXP 	window1: blendMode = 'avg'
21.7675 	EXP 	window1: blendMode = 'avg'
21.7832 	EXP 	window1: blendMode = 'avg'
21.7995 	EXP 	window1: blendMode = 'avg'
21.8148 	EXP 	window1: blendMode = 'avg'
21.8319 	EXP 	window1: blendMode = 'avg'
21.8508 	EXP 	window1: blendMode = 'avg'
21.8666 	EXP 	window1: blendMode = 'avg'
21.8830 	EXP 	window1: blendMode = 'avg'
21.8986 	EXP 	window1: blendMode = 'avg'
21.9151 	EXP 	window1: blendMode = 'avg'
21.9365 	EXP 	window1: blendMode = 'avg'
21.9502 	EXP 	window1: blendMode = 'avg'
21.9664 	EXP 	window1: blendMode = 'avg'
21.9827 	EXP 	window1: blendMode = 'avg'
21.9987 	EXP 	window1: blendMode = 'avg'
22.0177 	EXP 	window1: blendMode = 'avg'
22.0335 	EXP 	window1: blendMode = 'avg'
22.0492 	EXP 	window1: blendMode = 'avg'
22.0652 	EXP 	window1: blendMode = 'avg'
22.0820 	EXP 	window1: blendMode = 'avg'
22.1015 	EXP 	window1: blendMode = 'avg'
22.1173 	EXP 	window1: blendMode = 'avg'
22.1323 	EXP 	window1: blendMode = 'avg'
22.1486 	EXP 	window1: blendMode = 'avg'
22.1655 	EXP 	window1: blendMode = 'avg'
22.1849 	EXP 	window1: blendMode = 'avg'
22.1998 	EXP 	window1: blendMode = 'avg'
22.2156 	EXP 	window1: blendMode = 'avg'
22.2327 	EXP 	window1: blendMode = 'avg'
22.2502 	EXP 	window1: blendMode = 'avg'
22.2685 	EXP 	window1: blendMode = 'avg'
22.2836 	EXP 	window1: blendMode = 'avg'
