18.1253 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1920, 1080]. Using actual size
20.3437 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

20.3438 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x10debd590>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=(1920, 1080), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.3438 	EXP 	window1: recordFrameIntervals = False
20.5128 	EXP 	window1: recordFrameIntervals = True
21.0771 	EXP 	window1: recordFrameIntervals = True
21.3449 	EXP 	Created text_11 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_11', opacity=1.0, ori=0, pos=array([-0.3,  0. ]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
21.4550 	EXP 	Created image_15 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Alien21.png', interpolate=True, mask=None, maskParams=None, name='image_15', opacity=1.0, ori=0.0, pos=array([ 0.5,  0. ]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
21.5274 	EXP 	Set  sound=reminder_da.wav
21.5275 	EXP 	Set Sound  volume=1.000
21.5366 	EXP 	Created TA_first = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='TA_first', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
21.5795 	EXP 	Set  sound=A
21.5795 	EXP 	Set Sound  volume=1.000
21.5864 	EXP 	Created fam_trials_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'Alien21.png', interpolate=True, mask=None, maskParams=None, name='fam_trials_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
21.6199 	EXP 	Set  sound=A
21.6199 	EXP 	Set Sound  volume=1.000
21.6306 	EXP 	Created alien = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Alien24.png', interpolate=True, mask=None, maskParams=None, name='alien', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25      ,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
21.6490 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press the button when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
21.6518 	EXP 	Set  sound=reminder_2C.wav
21.6519 	EXP 	Set Sound  volume=1.000
21.6574 	EXP 	window1: blendMode = 'avg'
21.6798 	WARNING 	t of last frame was 602.84ms (=1/1)
21.6798 	EXP 	text_11: autoDraw = True
21.6798 	EXP 	image_15: autoDraw = True
21.6825 	EXP 	window1: blendMode = 'avg'
21.6927 	EXP 	window1: blendMode = 'avg'
21.7030 	EXP 	window1: blendMode = 'avg'
21.7140 	EXP 	window1: blendMode = 'avg'
21.7291 	EXP 	window1: blendMode = 'avg'
21.7443 	EXP 	window1: blendMode = 'avg'
21.7587 	EXP 	window1: blendMode = 'avg'
21.7728 	EXP 	window1: blendMode = 'avg'
21.7852 	EXP 	window1: blendMode = 'avg'
21.7939 	EXP 	window1: blendMode = 'avg'
21.8067 	EXP 	window1: blendMode = 'avg'
21.8186 	EXP 	window1: blendMode = 'avg'
21.8274 	EXP 	window1: blendMode = 'avg'
21.8401 	EXP 	window1: blendMode = 'avg'
21.8522 	EXP 	window1: blendMode = 'avg'
21.8645 	EXP 	window1: blendMode = 'avg'
21.8806 	EXP 	window1: blendMode = 'avg'
21.8957 	EXP 	window1: blendMode = 'avg'
21.9123 	EXP 	window1: blendMode = 'avg'
21.9309 	WARNING 	t of last frame was 20.36ms (=1/49)
21.9323 	EXP 	window1: blendMode = 'avg'
21.9467 	EXP 	window1: blendMode = 'avg'
21.9622 	EXP 	window1: blendMode = 'avg'
21.9790 	EXP 	window1: blendMode = 'avg'
21.9984 	EXP 	window1: blendMode = 'avg'
22.0130 	EXP 	window1: blendMode = 'avg'
22.0293 	EXP 	window1: blendMode = 'avg'
22.0482 	EXP 	window1: blendMode = 'avg'
22.0634 	EXP 	window1: blendMode = 'avg'
22.0792 	EXP 	window1: blendMode = 'avg'
22.0956 	EXP 	window1: blendMode = 'avg'
22.1149 	EXP 	window1: blendMode = 'avg'
22.1301 	EXP 	window1: blendMode = 'avg'
22.1453 	EXP 	window1: blendMode = 'avg'
22.1640 	WARNING 	t of last frame was 20.00ms (=1/49)
22.1650 	EXP 	window1: blendMode = 'avg'
22.1803 	EXP 	window1: blendMode = 'avg'
22.1956 	EXP 	window1: blendMode = 'avg'
22.2142 	WARNING 	t of last frame was 20.09ms (=1/49)
22.2152 	EXP 	window1: blendMode = 'avg'
22.2302 	EXP 	window1: blendMode = 'avg'
22.2464 	EXP 	window1: blendMode = 'avg'
22.2625 	EXP 	window1: blendMode = 'avg'
22.2816 	EXP 	window1: blendMode = 'avg'
22.2967 	EXP 	window1: blendMode = 'avg'
22.3126 	EXP 	window1: blendMode = 'avg'
22.3311 	EXP 	window1: blendMode = 'avg'
22.3465 	EXP 	window1: blendMode = 'avg'
22.3629 	EXP 	window1: blendMode = 'avg'
22.3790 	EXP 	window1: blendMode = 'avg'
22.3979 	EXP 	window1: blendMode = 'avg'
22.4124 	EXP 	window1: blendMode = 'avg'
22.4310 	EXP 	window1: blendMode = 'avg'
22.4467 	EXP 	window1: blendMode = 'avg'
22.4623 	EXP 	window1: blendMode = 'avg'
22.4794 	EXP 	window1: blendMode = 'avg'
22.4987 	EXP 	window1: blendMode = 'avg'
22.5138 	EXP 	window1: blendMode = 'avg'
22.5294 	EXP 	window1: blendMode = 'avg'
22.5484 	EXP 	window1: blendMode = 'avg'
22.5637 	EXP 	window1: blendMode = 'avg'
22.5800 	EXP 	window1: blendMode = 'avg'
22.5977 	EXP 	window1: blendMode = 'avg'
22.6151 	EXP 	window1: blendMode = 'avg'
22.6297 	EXP 	window1: blendMode = 'avg'
22.6465 	EXP 	window1: blendMode = 'avg'
22.6653 	EXP 	window1: blendMode = 'avg'
22.6802 	EXP 	window1: blendMode = 'avg'
22.6958 	EXP 	window1: blendMode = 'avg'
22.7145 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
22.7153 	EXP 	window1: blendMode = 'avg'
22.7313 	EXP 	window1: blendMode = 'avg'
22.7464 	EXP 	window1: blendMode = 'avg'
22.7628 	EXP 	window1: blendMode = 'avg'
22.7817 	EXP 	window1: blendMode = 'avg'
22.7967 	EXP 	window1: blendMode = 'avg'
22.8121 	EXP 	window1: blendMode = 'avg'
22.8294 	EXP 	window1: blendMode = 'avg'
22.8484 	EXP 	window1: blendMode = 'avg'
22.8638 	EXP 	window1: blendMode = 'avg'
22.8787 	EXP 	window1: blendMode = 'avg'
22.8961 	EXP 	window1: blendMode = 'avg'
22.9146 	EXP 	window1: blendMode = 'avg'
22.9299 	EXP 	window1: blendMode = 'avg'
22.9464 	EXP 	window1: blendMode = 'avg'
22.9653 	EXP 	window1: blendMode = 'avg'
22.9806 	EXP 	window1: blendMode = 'avg'
22.9964 	EXP 	window1: blendMode = 'avg'
23.0123 	EXP 	window1: blendMode = 'avg'
23.0327 	EXP 	window1: blendMode = 'avg'
23.0470 	EXP 	window1: blendMode = 'avg'
23.0625 	EXP 	window1: blendMode = 'avg'
23.0796 	EXP 	window1: blendMode = 'avg'
23.0986 	EXP 	window1: blendMode = 'avg'
23.1152 	EXP 	window1: blendMode = 'avg'
23.1295 	EXP 	window1: blendMode = 'avg'
23.1486 	EXP 	window1: blendMode = 'avg'
23.1636 	EXP 	window1: blendMode = 'avg'
23.1794 	EXP 	window1: blendMode = 'avg'
23.1989 	EXP 	window1: blendMode = 'avg'
23.2140 	EXP 	window1: blendMode = 'avg'
23.2300 	EXP 	window1: blendMode = 'avg'
23.2462 	EXP 	window1: blendMode = 'avg'
23.2652 	EXP 	window1: blendMode = 'avg'
23.2803 	EXP 	window1: blendMode = 'avg'
23.2958 	EXP 	window1: blendMode = 'avg'
23.3152 	EXP 	window1: blendMode = 'avg'
23.3307 	EXP 	window1: blendMode = 'avg'
23.3466 	EXP 	window1: blendMode = 'avg'
23.3631 	EXP 	window1: blendMode = 'avg'
23.3821 	EXP 	window1: blendMode = 'avg'
23.3978 	EXP 	window1: blendMode = 'avg'
23.4143 	EXP 	window1: blendMode = 'avg'
23.4294 	EXP 	window1: blendMode = 'avg'
23.4485 	EXP 	window1: blendMode = 'avg'
23.4638 	EXP 	window1: blendMode = 'avg'
23.4795 	EXP 	window1: blendMode = 'avg'
23.4966 	EXP 	window1: blendMode = 'avg'
23.5154 	EXP 	window1: blendMode = 'avg'
23.5301 	EXP 	window1: blendMode = 'avg'
23.5462 	EXP 	window1: blendMode = 'avg'
23.5666 	EXP 	window1: blendMode = 'avg'
23.5816 	EXP 	window1: blendMode = 'avg'
23.5969 	EXP 	window1: blendMode = 'avg'
23.6132 	EXP 	window1: blendMode = 'avg'
23.6322 	EXP 	window1: blendMode = 'avg'
23.6466 	EXP 	window1: blendMode = 'avg'
23.6626 	EXP 	window1: blendMode = 'avg'
23.6823 	EXP 	window1: blendMode = 'avg'
23.6978 	EXP 	window1: blendMode = 'avg'
23.7127 	EXP 	window1: blendMode = 'avg'
23.7328 	EXP 	window1: blendMode = 'avg'
23.7477 	EXP 	window1: blendMode = 'avg'
23.7630 	EXP 	window1: blendMode = 'avg'
23.7798 	EXP 	window1: blendMode = 'avg'
23.7995 	EXP 	window1: blendMode = 'avg'
