16.8950 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1920, 1080]. Using actual size
17.8103 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x10f826590>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=(1920, 1080), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.8104 	EXP 	window1: recordFrameIntervals = False
17.9775 	EXP 	window1: recordFrameIntervals = True
18.8085 	EXP 	window1: recordFrameIntervals = False
19.0696 	EXP 	Created text_11 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_11', opacity=1.0, ori=0, pos=array([-0.3,  0. ]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
19.1695 	EXP 	Created image_15 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Alien21.png', interpolate=True, mask=None, maskParams=None, name='image_15', opacity=1.0, ori=0.0, pos=array([ 0.5,  0. ]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
19.2319 	EXP 	Set  sound=reminder_da.wav
19.2320 	EXP 	Set Sound  volume=1.000
19.2437 	EXP 	Created TA_first = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='TA_first', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
19.2949 	EXP 	Set  sound=A
19.2950 	EXP 	Set Sound  volume=1.000
19.3041 	EXP 	Created fam_trials_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'Alien21.png', interpolate=True, mask=None, maskParams=None, name='fam_trials_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25416667,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
19.3409 	EXP 	Set  sound=A
19.3410 	EXP 	Set Sound  volume=1.000
19.3514 	EXP 	Created alien = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Alien24.png', interpolate=True, mask=None, maskParams=None, name='alien', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.25      ,  0.54444444]), texRes=128, units=u'norm', win=Window(...))
19.3710 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press the button when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
19.3732 	EXP 	Set  sound=reminder_1C.wav
19.3733 	EXP 	Set Sound  volume=1.000
19.3811 	EXP 	window1: blendMode = 'avg'
19.4049 	EXP 	text_11: autoDraw = True
19.4049 	EXP 	image_15: autoDraw = True
